Catcher,Pitcher,Hitter,Pitch,Swing,Strike,Balls,Strikes,Outs,1B,2B,3B
jai,coop,jack m,0,1,1,1,0,2,1,0,0
jai,coop,jack m,0,0,0,1,1,2,1,0,0
jai,coop,jack m,1,0,0,2,1,2,1,0,0
jai,coop,jack m,1,0,1,3,1,2,0,1,0
jai,coop,jack m,0,1,0,3,2,2,0,1,0
jai,coop,simon,0,1,0,0,0,0,0,1,0
jai,coop,simon,1,0,1,0,1,0,0,1,0
jai,coop,simon,1,0,1,0,2,0,0,1,0
jai,coop,jai,0,0,0,0,0,1,0,0,0
jai,coop,jai,1,0,1,1,0,1,0,0,0
jai,coop,jai,0,0,0,1,1,1,0,0,0
jai,coop,jai,1,0,0,2,1,1,0,0,0
jai,coop,jai,1,0,0,3,1,1,0,0,0
jai,coop,jax,1,0,0,0,0,1,1,0,0
jai,coop,jax,0,1,1,1,0,1,1,0,0
jai,coop,jax,0,1,1,1,1,1,0,0,0
jai,coop,bowles,1,1,1,0,0,1,1,1,0
jai,coop,dame,1,0,0,0,0,1,1,1,0
jai,coop,dame,0,1,1,1,0,1,0,1,1
jai,coop,jack m,1,0,0,0,0,2,0,1,1
jai,coop,jack m,0,0,0,1,0,2,0,1,1
jai,coop,jack m,0,0,0,2,0,2,0,1,1
jai,coop,jack m,1,0,0,3,0,2,0,1,1
jai,coop,jai,1,0,0,0,0,2,1,1,1
jai,coop,jai,0,0,0,1,0,2,1,1,1
jai,coop,jai,1,1,1,2,0,2,1,1,1
jai,coop,jax,1,1,0,0,0,0,1,1,1
jai,coop,jax,0,1,1,0,1,0,1,1,1
jai,coop,jax,1,0,0,0,2,0,1,1,1
jai,coop,jax,1,0,0,1,2,0,1,1,1
jai,coop,jax,0,1,1,2,2,0,1,1,1
jai,coop,bowles,1,0,0,0,0,1,0,0,0
jai,coop,bowles,0,1,1,1,0,1,0,0,0
jai,coop,bowles,1,0,0,1,1,1,0,0,0
jai,coop,bowles,1,0,0,2,1,1,0,0,0
jai,coop,bowles,0,1,1,3,1,1,0,0,0
jai,coop,bowles,1,0,0,3,2,1,0,0,0
jai,coop,dame,1,0,0,0,0,1,1,0,0
jai,coop,dame,0,1,0,1,0,1,1,0,0
jai,coop,dame,1,0,0,1,1,1,1,0,0
jai,coop,dame,1,0,0,2,1,1,1,0,0
jai,coop,dame,0,0,0,3,1,1,1,0,0
jai,coop,jack m,1,1,0,0,0,1,1,1,0
jai,coop,jack m,1,1,0,0,1,1,1,1,0
jai,coop,jack m,0,1,1,0,2,1,1,1,0
